no_bap,no_voucher,date,
BAP 17-0165,041/SPK/EST/17.01,2017-04-20,041/SPK/EST/CG/IV/17
BAP 17-0166,024/SBM/TMN/17.01,2017-04-20,024/SBM/1/43.12.5/II/17
BAP 17-0166,024/SBM/TMN/17.01,2017-04-20,024/SBM/1/43.12.5/II/17
BAP 17-0166,024/SBM/TMN/17.01,2017-04-20,024/SBM/1/43.12.5/II/17
BAP 17-0168,046/SBM/PRS/17.01,2017-04-21,046/SBM/1/43.2.4/IV/17
BAP 17-0168,046/SBM/PRS/17.01,2017-04-21,046/SBM/1/43.2.4/IV/17
BAP 17-0168,046/SBM/PRS/17.01,2017-04-21,046/SBM/1/43.2.4/IV/17
BAP 17-0168,046/SBM/PRS/17.01,2017-04-21,046/SBM/1/43.2.4/IV/17
BAP 17-0168,046/SBM/PRS/17.01,2017-04-21,046/SBM/1/43.2.4/IV/17
BAP 17-0168,046/SBM/PRS/17.01,2017-04-21,046/SBM/1/43.2.4/IV/17
BAP 17-0169,106/SPK/FP/16.02,2017-05-23,106/SPK/FP/CG/VI/16
BAP 17-0169,106/SPK/FP/16.02,2017-05-23,Add-01-106/16
BAP 17-0169,106/SPK/FP/16.02,2017-05-23,VO.002-106/16
BAP 17-0169,106/SPK/FP/16.02,2017-05-23,VO.002-106/16
BAP 17-0170,200/SBM/PRS/16.03,2017-05-18,200/SBM/1/38.24.4/XI/16
BAP 17-0170,200/SBM/PRS/16.03,2017-05-18,Add.01-200/16
BAP 17-0170,200/SBM/PRS/16.03,2017-05-18,Add.01-200/16
BAP 17-0170,200/SBM/PRS/16.03,2017-05-18,Add.01-200/16
BAP 17-0171,120/SBM/RMH/16.07,2017-04-27,120/SBM/1/41.26.1/VII/16
BAP 17-0172,042SBM/PRS/17.01,2017-04-27,042/SBM/1/43.2.4/IV/17
BAP 17-0172,042SBM/PRS/17.01,2017-04-27,042/SBM/1/43.2.4/IV/17
BAP 17-0172,042SBM/PRS/17.01,2017-04-27,042/SBM/1/43.2.4/IV/17
BAP 17-0173,026/SPK/EST/17.02,2017-04-27,026/SPK/EST/CG/II/17
BAP 17-0174,153/SPK/EST/16.08,2017-04-27,153/SPK/EST/CG/IX/16
BAP 17-0175,169/SBM/RMH/16.07,2017-05-04,169/SBM/1/42.26.1/IX/16
BAP 17-0176,204/SBM/RMH/16.05,2017-05-04,204/SBM/1/42.26.1/XI/16
BAP 17-0177,033/SPK/EST/17.01,2017-05-04,033/SPK/EST/CG/III/17
BAP 17-0178,043/SBM/PRS/17.01,2017-05-16,043/SBM/1/43.2.4/IV/17
BAP 17-0178,043/SBM/PRS/17.01,2017-05-16,043/SBM/1/43.2.4/IV/17
BAP 17-0179,051/SPK/FP/17.01,2017-05-08,051/SPK/FP/CG/IV/17
BAP 17-0180,198/SPK/EST/16.09,2017-05-08,198/SPK/EST/CG/XI/16
BAP 17-0182,031/SBM/RMH/17.01,2017-05-04,031/SBM/1/35.26.1/III/17
BAP 17-0183,002/SPK/EST/17.03,2017-05-09,002/SPK/FP/CG/I/17
BAP 17-0184,011/SPK/EST/17.03,2017-05-09,011/SPK/EST/CG/I/17
BAP 17-0184,011/SPK/EST/17.03,2017-05-09,VO.003 - 011/17
BAP 17-0185,013/SPK/EST/17.03,2017-05-09,013/SPK/EST/CG/I/17
BAP 17-0185,013/SPK/EST/17.03,2017-05-09,VO.003 - 013/17
BAP 17-0186,012/SPK/EST/17.03,2017-05-10,012/SPK/EST/CG/I/17
BAP 17-0186,012/SPK/EST/17.03,2017-05-10,VO.003 - 012/17
BAP 17-0187,032/SBM/KSL/17.01,2017-05-10,032/SBM/1/35.1.8/III/17
BAP 17-0188,040/SBM/KSL/17.01,2017-05-09,040/SBM/1/36.1.8/IV/17
BAP 17-0189,049/SBM/RMH/17.01,2017-05-09,049/SBM/1/1.16.3/IV/17
BAP 17-0190,037/SBM/RMH/17.01,2017-05-09,037/SBM/1/43.26.1/IV/17
BAP 17-0191,029/SBM/RMH/17.01,2017-05-09,029/SBM/1/31.26.1/III/17
BAP 17-0192,214/SPK/EST/16.05,2017-05-09,214/SPK/EST/CG/XII/16
BAP 17-0193,210/SPK/FP/16.05,2017-05-09,210/SPK/FP/CG/XII/16
BAP 17-0194,175/SBM/RMH/16.06,2017-05-09,175/SBM/1/42.26.1/X/16
BAP 17-0195,216/SBM/RMH/16.05,2017-05-09,216/SBM/1/36.26.1/XII/16
BAP 17-0196,003/SBM/RMH/17.05,2017-05-09,003/SBM/1/42.26.1/I/17
BAP 17-0197,215/SBM/RMH/16.05,2017-05-09,215/SBM/1/42.26.1/XII/16
BAP 17-0198,034/SBM/PRS/17.01,2017-05-16,034/SBM/1/43.6.6/IV/17
BAP 17-0199,038/SBM/PRS/17.01,2017-05-16,038/SBM/1/43.3.4/IV/17
BAP 17-0200,023/SBM/ME/17.02,2017-05-16,023/SBM/1/38.5.6/II/17
BAP 17-0201,153/SPK/EST/16.09,2017-05-16,153/SPK/EST/CG/IX/16
BAP 17-0202,026/SPK/EST/17.03,2017-05-16,026/SPK/EST/CG/II/17
BAP 17-0203,050/SBM/PROM/17.01,2017-05-17,050/SBM/PROM/MKT/IV/17
BAP 17-0203,050/SBM/PROM/17.01,2017-05-17,050/SBM/PROM/MKT/IV/17
BAP 17-0204,052/SBM/PROM/17.01,2017-05-17,052/SBM/PROM/MKT/IV/17
BAP 17-0205,198/SPK/EST/16.10,2017-05-22,198/SPK/EST/CG/XI/16
BAP 17-0206,035/SBM/RMH/17.02,2017-05-18,035/SBM/1/43.26.1/IV/17
BAP 17-0207,077/SBM/RMH/15.10,2017-05-18,077/SBM/1/40.26.2/IV/15
BAP 17-0207,077/SBM/RMH/15.10,2017-05-18,VO.001-077/15
BAP 17-0208,148/SPK/EST/16.03,2017-05-18,148/SPK/EST/CG/IX/16
BAP 17-0209,020/SBM/PRS/17.02,2017-05-18,020/SBM/1/38.24.4/II/17
BAP 17-0209,020/SBM/PRS/17.02,2017-05-18,020/SBM/1/38.24.4/II/17
BAP 17-0209,020/SBM/PRS/17.02,2017-05-18,020/SBM/1/38.24.4/II/17
BAP 17-0209,020/SBM/PRS/17.02,2017-05-18,020/SBM/1/38.24.4/II/17
BAP 17-0210,138/SBM/RMH/16.08,2017-05-18,138/SBM/1/35.26.1/VIII/16
BAP 17-0211,147/SBM/RMH/16.08,2017-05-18,147/SBM/1/35.26.1/VIII/16
BAP 17-0212,144/SBM/RMH/16.08,2017-05-18,144/SBM/1/35.26.1/VIII/16
BAP 17-0213,045/SPK/EST/17.01,2017-05-23,045/SPK/EST/CG/IV/17
BAP 17-0213,045/SPK/EST/17.01,2017-05-23,045/SPK/EST/CG/IV/17
BAP 17-0214,059/SPK/EST/17.01,2017-05-23,059/SPK/EST/CG/V/17
BAP 17-0214,059/SPK/EST/17.01,2017-05-23,059/SPK/EST/CG/V/17
BAP 17-0215,062/SBM/RMH/16.09,2017-05-23,062/SBM/1/41.26.1/IV/16
BAP 17-0215,062/SBM/RMH/16.09,2017-05-23,VO.001-062/16
BAP 17-0216,046/SBM/RMH/16.07,2017-05-23,046/SBM/1/41.26.1/III/16
BAP 17-0217,054/SPK/EST/17.01,2017-05-23,054/SPK/EST/CG/IV/17
BAP 17-0218,058/SPK/EST/17.01,2017-05-23,058/SPK/EST/CG/V/17
BAP 17-0219,030/SBM/PRS/17.01,2017-05-23,030/SBM/1/1.4.4/III/17
BAP 17-0219,030/SBM/PRS/17.01,2017-05-23,030/SBM/1/1.4.4/III/17
BAP 17-0219,030/SBM/PRS/17.01,2017-05-23,030/SBM/1/1.4.4/III/17
BAP 17-0219,030/SBM/PRS/17.01,2017-05-23,030/SBM/1/1.4.4/III/17
BAP 17-0219,030/SBM/PRS/17.01,2017-05-23,030/SBM/1/1.4.4/III/17
BAP 17-0219,030/SBM/PRS/17.01,2017-05-23,030/SBM/1/1.4.4/III/17
BAP 17-0220,060/SPK/EST/17.01,2017-05-23,060/SPK/EST/CG/V/17
BAP 17-0220,060/SPK/EST/17.01,2017-05-23,060/SPK/EST/CG/V/17
BAP 17-0220,060/SPK/EST/17.01,2017-05-23,060/SPK/EST/CG/V/17
BAP 17-0220,060/SPK/EST/17.01,2017-05-23,060/SPK/EST/CG/V/17
BAP 17-0220,060/SPK/EST/17.01,2017-05-23,060/SPK/EST/CG/V/17
BAP 17-0220,060/SPK/EST/17.01,2017-05-23,060/SPK/EST/CG/V/17
BAP 17-0222,031/SBM/RMH/17.02,2017-05-23,031/SBM/1/35.26.1/III/17
BAP 17-0223,012/SPK/EST/17.04,2017-05-29,012/SPK/EST/CG/I/17
BAP 17-0224,013/SPK/EST/17.04,2017-05-29,013/SPK/EST/CG/I/17
BAP 17-0225,011/SPK/EST/17.04,2017-05-29,011/SPK/EST/CG/I/17
BAP 17-0226,149/SBM/TMN/16.02,2017-05-30,149/SBM/1/38.12.5/IX/16
BAP 17-0227,133/SBM/TMN/16.02,2017-05-30,133/SBM/1/41.12.5/VIII/16
BAP 17-0227,133/SBM/TMN/16.02,2017-05-30,133/SBM/1/41.12.5/VIII/16
BAP 17-0227,133/SBM/TMN/16.02,2017-05-30,VO.001-133/16
BAP 17-0228,051/SPK/FP/17.02,2017-05-30,051/SPK/FP/CG/IV/17
BAP 17-0229,002/SPK/EST/17.04,2017-05-30,002/SPK/FP/CG/I/17
BAP 17-0230,048/SBM/PRS/17.01,2017-05-23,048/SBM/1/43.24.4/IV/17
BAP 17-0231,023/SBM/ME/17.03,2017-06-05,023/SBM/1/38.5.6/II/17
BAP 17-0231,023/SBM/ME/17.03,2017-06-05,023/SBM/1/38.5.6/II/17
BAP 17-0231,023/SBM/ME/17.03,2017-06-05,023/SBM/1/38.5.6/II/17
BAP 17-0232,210/SPK/FP/16.06,2017-06-06,210/SPK/FP/CG/XII/16
BAP 17-0233,214/SPK/EST/16.06,2017-06-06,214/SPK/EST/CG/XII/16
BAP 17-0234,201/SBM/PRS/16.01,2017-06-12,201/SBM/1/41.4.4/XI/16
BAP 17-0235,063/SBM/PRS/17.01,2017-06-15,063/SBM/1/43.5.6/V/17
BAP 17-0236,057/SBM/PRS/17.01,2017-06-12,057/SBM/1/43.3.4/V/17
BAP 17-0238,204/SBM/RMH/16.06,2017-06-12,204/SBM/1/42.26.1/XI/16
BAP 17-0239,198/SPK/EST/16.11,2017-06-12,198/SPK/EST/CG/XI/16
BAP 17-0240,029/SBM/RMH/17.02,2017-06-13,029/SBM/1/31.26.1/III/17
BAP 17-0241,037/SBM/RMH/17.02,2017-06-13,037/SBM/1/43.26.1/IV/17
BAP 17-0242,153/SPK/EST/16.10,2017-06-15,153/SPK/EST/CG/IX/16
BAP 17-0243,026/SPK/EST/17.04,2017-06-15,026/SPK/EST/CG/II/17
BAP 17-0244,201/SBM/PRS/16.02,2017-06-15,Add-01-201/16
BAP 17-0245,069/SBM/PRS/17.01,2017-06-15,069/SBM/1/43.26.1/VI/17
BAP 17-0246,061/SPK/EST/17.01,2017-06-19,061/SPK/EST/CG/V/17
BAP 17-0246,061/SPK/EST/17.01,2017-06-19,061/SPK/EST/CG/V/17
BAP 17-0247,124/SPK/EST/16.02,2017-06-19,124/SPK/EST/CG/VII/16
BAP 17-0248,169/SBM/RMH/16.08,2017-06-20,169/SBM/1/42.26.1/IX/16
BAP 17-0249,051/SPK/FP/17.03,2017-06-20,051/SPK/FP/CG/IV/17
BAP 17-0250,075/SPK/EST/17.01,2017-06-20,075/SPK/EST/CG/VI/17
BAP 17-0251,047/SBM/PRS/17.01,2017-06-20,047/SBM/1/43.4.4/IV/17
BAP 17-0251,047/SBM/PRS/17.01,2017-06-20,047/SBM/1/43.4.4/IV/17
BAP 17-0251,047/SBM/PRS/17.01,2017-06-20,047/SBM/1/43.4.4/IV/17
BAP 17-0251,047/SBM/PRS/17.01,2017-06-20,047/SBM/1/43.4.4/IV/17
BAP 17-0251,047/SBM/PRS/17.01,2017-06-20,047/SBM/1/43.4.4/IV/17
BAP 17-0251,047/SBM/PRS/17.01,2017-06-20,047/SBM/1/43.4.4/IV/17
BAP 17-0252,198/SPK/EST/16.12,2017-06-20,198/SPK/EST/CG/XI/16
BAP 17-0253,073/SPK/FP/17.01,2017-07-11,073/SPK/EST/CG/VI/17
BAP 17-0254,077/SPK/EST/17.01,2017-07-11,077/SPK/EST/CG/VI/17
BAP 17-0255,079/SPK/FP/17.01,2017-07-11,079/SPK/FP/CG/VI/17
BAP 17-0256,153/SPK/EST/16.11,2017-07-11,153/SPK/EST/CG/IX/16
BAP 17-0257,026/SPK/EST/17.05,2017-07-11,026/SPK/EST/CG/II/17
BAP 17-0258,002/SPK/EST/17.05,2017-07-11,002/SPK/FP/CG/I/17
BAP 17-0259,066/SPK/EST/17.01,2017-07-11,066/SPK/EST/CG/V/17
BAP 17-0260,VOUCHER 17-0002,2017-07-11,044/SBM/1/36.12.1/IV/17
BAP 17-0260,VOUCHER 17-0002,2017-07-11,044/SBM/1/36.12.1/IV/17
BAP 17-0260,VOUCHER 17-0002,2017-07-11,044/SBM/1/36.12.1/IV/17
BAP 17-0261,013/SPK/EST/17.05,2017-07-11,013/SPK/EST/CG/I/17
BAP 17-0261,013/SPK/EST/17.05,2017-07-11,VO.005 - 013/17
BAP 17-0262,012/SPK/EST/17.05,2017-07-11,012/SPK/EST/CG/I/17
BAP 17-0262,012/SPK/EST/17.05,2017-07-11,VO.005-012/17
BAP 17-0263,011/SPK/EST/17.05,2017-07-11,011/SPK/EST/CG/I/17
BAP 17-0263,011/SPK/EST/17.05,2017-07-11,VO.005-011/17
BAP 17-0264,072/SBM/ME/17.02,2017-07-18,072/SBM/1/1.5.6/VI/17
BAP 17-0265,065/SBM/PRS/17.01,2017-07-18,065/SBM/1/43.4.4/V/17
BAP 17-0266,054/SPK/EST/17.02,2017-07-13,054/SPK/EST/CG/IV/17
BAP 17-0266,054/SPK/EST/17.02,2017-07-13,VO.001-204/16
BAP 17-0267,066/SPK/EST/17.02,2017-07-20,066/SPK/EST/CG/V/17
BAP 17-0268,VOUCHER 17-0003,2017-07-20,068/SBM/1/43.26.1/V/17
BAP 17-0269,035/SBM/RMH/17.03,2017-07-20,035/SBM/1/43.26.1/IV/17
BAP 17-0270,VOUCHER 17-0004,2017-07-25,074/SBM/1/43.24.4/VI/17
BAP 17-0271,065/SBM/RMH/16.08,2017-07-25,065/SBM/1/35.26.1/IV/16
BAP 17-0272,082/SBM/KSL/17.01,2017-08-01,082/SBM/1/43.1.8/VII/17
BAP 17-0273,030/SBM/RMH/16.07,2017-08-01,030/SBM/1/41.26.1/II/16
BAP 17-0274,090/SBM/RMH/16.04,2017-08-01,090/SBM/1/41.26.1/V/16
BAP 17-0274,090/SBM/RMH/16.04,2017-08-01,090/SBM/1/41.26.1/V/16
BAP 17-0274,090/SBM/RMH/16.04,2017-08-01,090/SBM/1/41.26.1/V/16
BAP 17-0275,187/SBM/RMH/16.04,2017-08-01,187/SBM/1/38.26.1/XI/16
BAP 17-0275,187/SBM/RMH/16.04,2017-08-01,187/SBM/1/38.26.1/XI/16
BAP 17-0275,187/SBM/RMH/16.04,2017-08-01,187/SBM/1/38.26.1/XI/16
BAP 17-0276,053/SBM/RMH/17.01,2017-08-01,053/SBM/1/43.26.1/IV/17
BAP 17-0277,055/SBM/RMH/17.01,2017-08-01,055/SBM/1/43.26.1/V/17
BAP 17-0278,002/SPK/EST/17.06,2017-08-01,002/SPK/FP/CG/I/17
BAP 17-0280,066/SPK/EST/17.03,2017-08-03,066/SPK/EST/CG/V/17
BAP 17-0282,069/SBM/RMH/17.01,2017-06-12,069/SBM/1/38.26.1/VI/17
BAP 17-0283,069/SBM/RMH/17.02,2017-08-03,069/SBM/1/38.26.1/VI/17
BAP 17-0284,036/SBM/RMH/17.01,2017-05-04,036/SBM/1/35.26.1/IV/17
BAP 17-0285,036/SBM/RMH/17.02,2017-05-23,036/SBM/1/35.26.1/IV/17
BAP 17-0286,051/SPK/FP/17.04,2017-08-07,051/SPK/FP/CG/IV/17
BAP 17-0287,153/SPK/EST/16.12,2017-08-10,153/SPK/EST/CG/IX/16
BAP 17-0288,026/SPK/EST/17.06,2017-08-10,026/SPK/EST/CG/II/17
BAP 17-0289,076/SBM/KSL/17.01,2017-08-10,076/SBM/1/43.1.8/VI/17
BAP 17-0290,079/SPK/FP/17.02,2017-08-10,079/SPK/FP/CG/VI/17
BAP 17-0291,077/SPK/EST/17.02,2017-08-10,077/SPK/EST/CG/VI/17
BAP 17-0292,034/SBM/PRS/17.02,2017-08-10,034/SBM/1/43.6.6/IV/17
BAP 17-0293,062/SBM/PROM/17.01,2017-08-10,062/SBM/Prom/Mkt/V/17
BAP 17-0294,108/SBM/RMH/15.07,2017-08-08,108/SBM/1/31.26.1/VI/15
BAP 17-0295,088/SBM/RMH/17.01,2017-08-08,088/SBM/1/43.26.1/VII/17
BAP 17-0296,053/SBM/RMH/17.02,2017-08-10,053/SBM/1/43.26.1/IV/17
BAP 17-0297,055/SBM/RMH/17.02,2017-08-10,055/SBM/1/43.26.1/V/17
BAP 17-0298,037/SBM/RMH/17.03,2017-08-10,037/SBM/1/43.26.1/IV/17
BAP 17-0299,089/SBM/PRS/17.01,2017-08-08,089/SBM/1/41.7.6/VII/17
BAP 17-0300,101/SBM/PRS/17.01,2017-08-08,101/SBM/1/41.7.6/VIII/17
BAP 17-0301,012/SPK/EST/17.06,2017-08-10,012/SPK/EST/CG/I/17
BAP 17-0302,013/SPK/EST/17.06,2017-08-10,013/SPK/EST/CG/I/17
BAP 17-0302,013/SPK/EST/17.06,2017-08-10,VO.006-013/17
BAP 17-0303,011/SPK/EST/17.06,2017-08-10,011/SPK/EST/CG/I/17
BAP 17-0303,011/SPK/EST/17.06,2017-08-10,VO.006-011/17
BAP 17-0305,076/SBM/KSL/17.02,2017-08-22,076/SBM/1/43.1.8/VI/17
BAP 17-0306,081/SPK/EST/17.01,2017-08-22,081/SPK/EST/CG/VII/17
BAP 17-0306,081/SPK/EST/17.01,2017-08-22,081/SPK/EST/CG/VII/17
BAP 17-0307,056/SPK/EST/17.01,2017-08-22,056/SPK/EST/CG/V/17
BAP 17-0309,091/SPK/EST/17.01,2017-08-22,091/SPK/EST/CG/VII/17
BAP 17-0310,VOUCHER 17-0006,2017-08-15,100/SBM/1/1.4.4/VII/17
BAP 17-0310,VOUCHER 17-0006,2017-08-15,100/SBM/1/1.4.4/VII/17
BAP 17-0310,VOUCHER 17-0006,2017-08-15,100/SBM/1/1.4.4/VII/17
BAP 17-0310,VOUCHER 17-0006,2017-08-15,100/SBM/1/1.4.4/VII/17
BAP 17-0310,VOUCHER 17-0006,2017-08-15,100/SBM/1/1.4.4/VII/17
BAP 17-0310,VOUCHER 17-0006,2017-08-15,100/SBM/1/1.4.4/VII/17
BAP 17-0311,078/SPK/EST/17.01,2017-08-15,078/SPK/EST/CG/VI/17
BAP 17-0311,078/SPK/EST/17.01,2017-08-15,VO.001-078/17
BAP 17-0312,066/SPK/EST/17.04,2017-08-22,066/SPK/EST/CG/V/17
BAP 17-0313,051/SPK/FP/17.05,2017-08-22,051/SPK/FP/CG/IV/17
BAP 17-0314,064/SBM/ME/17.01,2017-08-22,064/SBM/1/1.6.6/V/17
BAP 17-0314,064/SBM/ME/17.01,2017-08-22,064/SBM/1/1.6.6/V/17
BAP 17-0314,064/SBM/ME/17.01,2017-08-22,064/SBM/1/1.6.6/V/17
BAP 17-0315,152/SPK/EST/16.02,2017-08-24,152/SPK/EST/CG/IX/16
BAP 17-0316,192/SBM/TMN/16.02,2017-08-24,192/SBM/1/42.12.5/XII/16
BAP 17-0316,192/SBM/TMN/16.02,2017-08-24,VO.001-192/16
BAP 17-0317,035/SBM/RMH/17.04,2017-08-24,035/SBM/1/43.26.1/IV/17
BAP 17-0318,068/RMH/17.02 VOUCHE,2017-08-24,068/SBM/1/43.26.1/V/17
BAP 17-0319,269/SBM/RMH/13.10,2017-08-24,269/SBM/1/36.26.1/IX/13
BAP 17-0319,269/SBM/RMH/13.10,2017-08-24,VO.007-269/13
BAP 17-0319,269/SBM/RMH/13.10,2017-08-24,VO.008-269/13
BAP 17-0319,269/SBM/RMH/13.10,2017-08-24,VO.009-269/13
BAP 17-0319,269/SBM/RMH/13.10,2017-08-24,VO.010-269/13
BAP 17-0319,269/SBM/RMH/13.10,2017-08-24,VO.010-269/13
BAP 17-0319,269/SBM/RMH/13.10,2017-08-24,VO.011-269/13
BAP 17-0319,269/SBM/RMH/13.10,2017-08-24,VO.011-269/13
BAP 17-0319,269/SBM/RMH/13.10,2017-08-24,VO.012-269/13
BAP 17-0319,269/SBM/RMH/13.10,2017-08-24,VO.012-269/13
BAP 17-0319,269/SBM/RMH/13.10,2017-08-24,VO.010-269/13
BAP 17-0319,269/SBM/RMH/13.10,2017-08-24,VO.011-269/13
BAP 17-0319,269/SBM/RMH/13.10,2017-08-24,VO.012-269/13
BAP 17-0319,269/SBM/RMH/13.10,2017-08-24,VO.011-269/13
BAP 17-0319,269/SBM/RMH/13.10,2017-08-24,VO.010-269/13
BAP 17-0319,269/SBM/RMH/13.10,2017-08-24,VO.012-269/13
BAP 17-0320,084/SBM/RMH/17.01,2017-08-29,084/SBM/1/43.26.1/VII/17
BAP 17-0320,084/SBM/RMH/17.01,2017-08-29,084/SBM/1/43.26.1/VII/17
BAP 17-0321,087/SBM/RMH/17.01,2017-08-29,087/SBM/1/35.26.1/VII/17
BAP 17-0322,038/SBM/PRS/17.02,2017-08-29,038/SBM/1/43.3.4/IV/17
BAP 17-0322,038/SBM/PRS/17.02,2017-08-29,038/SBM/1/43.3.4/IV/17
BAP 17-0323,031/SBM/RMH/17.03,2017-08-22,031/SBM/1/35.26.1/III/17
BAP 17-0326,144/SBM/RMH/16.09,2017-08-29,VO.001-144/16
BAP 17-0326,144/SBM/RMH/16.09,2017-08-29,VO.001-144/16
BAP 17-0326,144/SBM/RMH/16.09,2017-08-29,VO.002-144/16
BAP 17-0326,144/SBM/RMH/16.09,2017-08-29,VO.002-144/16
BAP 17-0327,035/SBM/RMH/13.15,2017-08-22,035/SBM/1/36.26.1/II/13
BAP 17-0327,035/SBM/RMH/13.15,2017-08-22,IL.005/T-035/13
BAP 17-0327,035/SBM/RMH/13.15,2017-08-22,VO.008 -035/13
BAP 17-0327,035/SBM/RMH/13.15,2017-08-22,VO.009-035/14
BAP 17-0327,035/SBM/RMH/13.15,2017-08-22,VO.010-035/13
BAP 17-0327,035/SBM/RMH/13.15,2017-08-22,VO.011-035/13
BAP 17-0327,035/SBM/RMH/13.15,2017-08-22,VO.012-035/13
BAP 17-0327,035/SBM/RMH/13.15,2017-08-22,VO.012-035/13
BAP 17-0327,035/SBM/RMH/13.15,2017-08-22,VO.012-035/13
BAP 17-0327,035/SBM/RMH/13.15,2017-08-22,VO.012-035/13
BAP 17-0329,003/SBM/RMH/17.06,2017-08-29,003/SBM/1/42.26.1/I/17
BAP 17-0330,215/SBM/RMH/16.06,2017-08-29,215/SBM/1/42.26.1/XII/16
BAP 17-0331,002/SPK/EST/17.07,2017-09-05,002/SPK/FP/CG/I/17
BAP 17-0332,102/SPK/FP/17.01,2017-09-07,102/SPK/FP/CG/VIII/17
BAP 17-0334,090/SPK/EST/17.01,2017-09-07,090/SPK/EST/CG/VII/17
BAP 17-0334,090/SPK/EST/17.01,2017-09-07,VO.001-090/17
BAP 17-0335,066/SPK/EST/17.05,2017-09-07,066/SPK/EST/CG/V/17
BAP 17-0336,026/SPK/EST/17.07,2017-09-12,026/SPK/EST/CG/II/17
BAP 17-0337,106/SBM/ME/17.01,2017-09-12,106/SPK/EST/CG/VIII/17
BAP 17-0338,079/SPK/FP/17.03,2017-09-12,079/SPK/FP/CG/VI/17
BAP 17-0339,077/SPK/EST/17.03,2017-09-12,077/SPK/EST/CG/VI/17
BAP 17-0340,099/SPK/EST/17.01,2017-09-12,099/SPK/EST/CG/VII/17
BAP 17-0340,099/SPK/EST/17.01,2017-09-12,VO.001-099/17
BAP 17-0341,088/SBM/RMH/17.02,2017-09-12,088/SBM/1/43.26.1/VII/17
BAP 17-0342,095/SPK/EST/17.01,2017-09-12,095/SPK/EST/CG/VII/17
BAP 17-0342,095/SPK/EST/17.01,2017-09-12,VO.001-095/17
BAP 17-0343,208/SBM/RMH/15.10,2017-09-12,208/SBM/1/41.26.1/XI/15
BAP 17-0344,221/SBM/RMH/15.10,2017-09-12,221/SBM/1/41.26.1/XII/15
BAP 17-0345,072/SBM/RMH/16.07,2017-09-12,072/SBM/1/41.26.1/IV/16
BAP 17-0347,107/SPK/EST/07.01,2017-09-12,107/SPK/EST/CG/VIII/17
BAP 17-0348,115/SBM/PRS/17.01,2017-09-12,115/SBM/1/35.4.4/VIII/17
BAP 17-0349,094/SBM/PRS/17.01,2017-09-14,094/SBM/1/34.1.8/VII/17
BAP 17-0350,105/SBM/KSL/17.01,2017-09-14,105/SBM/1/38.1.8/VIII/17
BAP 17-0351,068/RMH/17.03 VOUCHE,2017-09-14,068/SBM/1/43.26.1/V/17
BAP 17-0352,035/SBM/RMH/17.05,2017-09-14,035/SBM/1/43.26.1/IV/17
BAP 17-0353,071/SBM/KSL/17.01,2017-09-14,071/SBM/1/43.1.8/VI/17
BAP 17-0354,111/SBM/TMN/17.01,2017-09-14,111/SBM/1/43.12.5/VIII/17
BAP 17-0355,193/SBM/MKT/17.01,2017-09-14,193/SBM/PROM/MKT/XI/16
BAP 17-0358,076/SBM/KSL/17.03,2017-09-18,076/SBM/1/43.1.8/VI/17
BAP 17-0358,076/SBM/KSL/17.03,2017-09-18,076/SBM/1/43.1.8/VI/17
BAP 17-0359,029/SBM/RMH/17.03,2017-09-19,029/SBM/1/31.26.1/III/17
BAP 17-0360,037/SBM/RMH/17.04,2017-09-19,037/SBM/1/43.26.1/IV/17
BAP 17-0361,053/SBM/RMH/17.03,2017-09-19,053/SBM/1/43.26.1/IV/17
BAP 17-0362,096/SBM/RMH/17.01,2017-09-19,096/SBM/1/35.26.1/VII/17
BAP 17-0363,121/SPK/EST/17.01,2017-09-19,121/SPK/EST/CG/IX/17
BAP 17-0364,039/SPK/EST/17.01,2017-09-19,039/SPK/EST/CG/IV/17
BAP 17-0364,039/SPK/EST/17.01,2017-09-19,039/SPK/EST/CG/IV/17
BAP 17-0365,023/SBM/ME/17.04,2017-09-19,023/SBM/1/38.5.6/II/17
BAP 17-0365,023/SBM/ME/17.04,2017-09-19,VO.001-023/17
BAP 17-0365,023/SBM/ME/17.04,2017-09-19,VO.001-023/17
BAP 17-0366,109/SBM/ME/17.01,2017-09-19,109/SBM/1/43.5.6/VIII/17
BAP 17-0367,122/SBM/TMN/17.01,2017-09-19,122/SBM/1/43.12.5/IX/17
BAP 17-0368,084/SBM/RMH/17.02,2017-09-20,084/SBM/1/43.26.1/VII/17
BAP 17-0369,067/SBM/RMH/17.01,2017-08-31,067/SBM/1/38.26.1/V/17
BAP 17-0370,067/SBM/RMH/17.02,2017-09-20,067/SBM/1/38.26.1/V/17
BAP 17-0373,118/SBM/PRS/17.01,2017-09-25,118/SBM/1/35.26.1/IX/17
BAP 17-0374,066/SPK/EST/17.06,2017-09-25,066/SPK/EST/CG/V/17
BAP 17-0376,108/SBM/PROM/17.01,2017-09-25,108/SBM/Prom/Mkt/VIII/17
BAP 17-0377,204/SBM/RMH/16.07,2017-09-25,204/SBM/1/42.26.1/XI/16
BAP 17-0377,204/SBM/RMH/16.07,2017-09-25,VO.001-2014/16
BAP 17-0377,204/SBM/RMH/16.07,2017-09-25,VO.002-204/16
BAP 17-0377,204/SBM/RMH/16.07,2017-09-25,VO.001-2014/16
BAP 17-0377,204/SBM/RMH/16.07,2017-09-25,VO.002-204/16
BAP 17-0378,114/SPK/EST/17.01,2017-09-22,114/SPK/EST/CG/VIII/17
