163/SBM/1/5.26.1//XI/10,24500336,0,20,0,20,0,20,0,20,0,20,0,0
105/SBM/1/5.26.1/VI/11 (RO),42746198,0,20,0,20,0,20,0,20,0,20,0,0
096/SBM/1/5.26.1/VI/11 (TS),4753540,0,20,0,20,0,20,0,20,0,20,0,0
126/SBM/1/5.26.1/VII/11 (RO),21166299,0,20,0,20,0,20,0,20,0,20,0,0
178/SBM/1/5.26.1/XI/10,36602064,0,20,0,20,0,20,0,20,0,20,0,0
162/SBM/1/5.26.1/XI/10,33422264,0,20,0,20,0,20,0,20,0,20,0,0
183/SBM/1/5.26.1/XI/10,75096711,0,20,0,20,0,20,0,20,0,20,0,0
152/SBM/1/5.4.4/IX/11,6431600,0,20,0,20,0,20,0,20,0,20,0,0
055/SBM/1/38.26.1/III/15,4037081,0,20,0,20,0,20,0,20,0,20,0,0
086/SBM/1/38.26.1/V/15,15721189,0,20,0,20,0,20,0,20,0,20,0,0
051/SBM/38.4.4/III/15,1350000,0,20,0,20,0,20,0,20,0,20,0,0
136/SBM/1/38.24.4/VIII/11 (T),11994500,0,20,0,20,0,20,0,20,0,20,0,0
284/SBM/1/38.26.1/XI/12,14718755,0,20,0,20,0,20,0,20,0,20,0,0
181/SBM/1/38.4.4/XI/16,1807300,0,20,0,20,0,20,0,20,0,20,0,0
150/SBM/1/38.2.4/IX/16,5350125,0,20,0,20,0,20,0,20,0,20,0,0
153/SBM/1/38.12.5/VII/12,13500000,0,20,0,20,0,20,0,20,0,20,0,0
236/SBM/1/38.13.6/X/12,797500,0,20,0,20,0,20,0,20,0,20,0,0
315/SBM/1/38.2.4/XII/12,450000,0,20,0,20,0,20,0,20,0,20,0,0
104/SBM1/38.26.1/IV/13,50305613,0,20,0,20,0,20,0,20,0,20,0,0
102/SBM/1/38.26.1/IV/13,154339893,0,20,0,20,0,20,0,20,0,20,0,0
105/SBM/1/38.26.1/IV/13,191730825,0,20,0,20,0,20,0,20,0,20,0,0
161/SBM/1/38.26.1/IX/15,28787333,0,20,0,20,0,20,0,20,0,20,0,0
067/SBM/1/38.26.1/V/17,66687500,0,20,0,20,0,20,0,20,0,20,0,0
188/SBM/1/38.26.1/VIII/12,5943028,0,20,0,20,0,20,0,20,0,20,0,0
187/SBM/1/38.26.1/VIII/12,8657601,0,20,0,20,0,20,0,20,0,20,0,0
183/SBM/1/38.26.1/VIII/12,11218350,0,20,0,20,0,20,0,20,0,20,0,0
245/SBM/1/38.26.1/X/12,33154411,0,20,0,20,0,20,0,20,0,20,0,0
153/SBM/1/38.26.1/X/17,16282500,0,20,0,20,0,20,0,20,0,20,0,0
300/SBM/1/38.26.1/XI/12,11826302,0,20,0,20,0,20,0,20,0,20,0,0
298/SBM/1/38.26.1/XI/12,98490957,0,20,0,20,0,20,0,20,0,20,0,0
080/SBM/1/38.3.4/IV/12,5270750,0,20,0,20,0,20,0,20,0,20,0,0
073/SBM/1/38.4.4/III/13,6730303,0,20,0,20,0,20,0,20,0,20,0,0
088/SBM/1/38.4.4/IV/12,1062134,0,20,0,20,0,20,0,20,0,20,0,0
115/SBM/1/38.4.4/IV/13,986950,0,20,0,20,0,20,0,20,0,20,0,0
067/SBM/1/38.4.4/IV/16,12013320,0,20,0,20,0,20,0,20,0,20,0,0
123/SBM/1/38.4.4/VII/15,68352000,0,20,0,20,0,20,0,20,0,20,0,0
263/SBM/1/38.5.6/XII/18,23650000,0,20,0,20,0,20,0,20,0,20,0,0
005/SBM/1/38.7.6/I/13,1576135,0,20,0,20,0,20,0,20,0,20,0,0
120/SBM/1/38.7.6/IV/13,215000,0,20,0,20,0,20,0,20,0,20,0,0
022/SBM/1/38.12.5/II/16,400954,0,20,0,20,0,20,0,20,0,20,0,0
013/SBM/1/38.26.1/I/18,49776375,0,20,0,20,0,20,0,20,0,20,0,0
254/SBM/1/38.26.1/XI/18,255292166,0,20,0,20,0,20,0,20,0,20,0,0
201/SBM/1/41.4.4/XI/16,547727,0,20,0,20,0,20,0,20,0,20,0,0
002SBM/1/41.7.6/I/16,29050000,0,20,0,20,0,20,0,20,0,20,0,0
217/SBM/1/41.12.5/XII/16,7614000,0,20,0,20,0,20,0,20,0,20,0,0
165/SBM/1/34.1.8/XI/10,10175000,0,20,0,20,0,20,0,20,0,20,0,0
132/SBM/1/34.3.4/VIII/10,6844000,0,20,0,20,0,20,0,20,0,20,0,0
129/SBM/1/34.12.5/VIII/10,600000,0,20,0,20,0,20,0,20,0,20,0,0
073/SBM/1/34.13.6/V/11 (TS),1507000,0,20,0,20,0,20,0,20,0,20,0,0
001/SBM/1/34.2.4/I/11,15498450,0,20,0,20,0,20,0,20,0,20,0,0
023/SBM/1/34.2.4/II/11,8094049,0,20,0,20,0,20,0,20,0,20,0,0
041/SBM/1/34.2.4/III/10,2734188,0,20,0,20,0,20,0,20,0,20,0,0
064/SBM/1/34.2.4/IV/10,20000000,0,20,0,20,0,20,0,20,0,20,0,0
080/SBM/1/34.2.4/V/10,27058950,0,20,0,20,0,20,0,20,0,20,0,0
 054/SBM/1/34.26.2/III/10,101889876,0,20,0,20,0,20,0,20,0,20,0,0
049/SBM/1/34.4.4/III/11,24980900,0,20,0,20,0,20,0,20,0,20,0,0
072/SBM/1/34.4.4/V/11 (RO),10996880,0,20,0,20,0,20,0,20,0,20,0,0
 092/SBM/1/34.4.4/VI/10,17261900,0,20,0,20,0,20,0,20,0,20,0,0
109/SBM/1/34.4.4/VI/10,136744250,0,20,0,20,0,20,0,20,0,20,0,0
195/SBM/1/34.4.4/XII/10,942800,0,20,0,20,0,20,0,20,0,20,0,0
019/SBM/1/34.3.4/II/13,765650,0,20,0,20,0,20,0,20,0,20,0,0
107/SBM/1/1.34.3.4/V/12,214762,0,20,0,20,0,20,0,20,0,20,0,0
200/SBM/1/34.12.5/IX/18,3465000,0,20,0,20,0,20,0,20,0,20,0,0
137/SBM/1/34.12.5/VI/18,858000,0,20,0,20,0,20,0,20,0,20,0,0
231/SBM/1/34.12.5/X/18,39600000,0,20,0,20,0,20,0,20,0,20,0,0
059/SBM/1/34.13.4/III/18,710000,0,20,0,20,0,20,0,20,0,20,0,0
165/SBM/1/34.13.4/VII/12,6327470,0,20,0,20,0,20,0,20,0,20,0,0
028/SBM/1/34.2.4/I/18,1509250,0,20,0,20,0,20,0,20,0,20,0,0
070/SBM/1/34.2.4/III/18,16744709,0,20,0,20,0,20,0,20,0,20,0,0
158/SBM/1/34.2.4/X/17,10342880,0,20,0,20,0,20,0,20,0,20,0,0
159/SBM/1/34.2.4/XI/17,2949149,0,20,0,20,0,20,0,20,0,20,0,0
031/SBM/1/34.26.1/I/18,70061593,0,20,0,20,0,20,0,20,0,20,0,0
093/SBM/1/34.26.1/IV/18,220526126,0,20,0,20,0,20,0,20,0,20,0,0
120/SBM/1/34.26.1/V/18,171413844,0,20,0,20,0,20,0,20,0,20,0,0
152/SBM/1/34.26.1/X/17,49582884,0,20,0,20,0,20,0,20,0,20,0,0
190/SBM/1/34.26.1/XII/17,82005000,0,20,0,20,0,20,0,20,0,20,0,0
198/SBM/1/34.26.1/XII/17,143711087,0,20,0,20,0,20,0,20,0,20,0,0
324/SBM/1/34.3.4/XII/12,5491817,0,20,0,20,0,20,0,20,0,20,0,0
161/SBM/1/34.5.6/VII/18,2840000,0,20,0,20,0,20,0,20,0,20,0,0
034/SBM/1/34.6.6/II/18,533500,0,20,0,20,0,20,0,20,0,20,0,0
